Number Header,Random Header,Dates,Required Date
3338,a,5/4/2010 | 5/8/2009,5/8/2009
3339,a,5/8/2009 | 5/4/2010,5/8/2009
3340,a,5/5/2010 | 5/7/2009,5/7/2009
3341,a,10/7/2009,['10/7/2009']
3342,a,4/22/2010,['4/22/2010']
3343,a,5/5/2010 | 5/8/2009,5/8/2009
3344,a,5/8/2009 | 6/ 24/2009,5/8/2009
3345,a,8/26/2009,['8/26/2009']
3346,a,8/26/2009,['8/26/2009']
3347,a,8/26/2009,['8/26/2009']
3348,a,6/ 1/2010 | 6/ 2/2009,6/2/2009
3349,a,8/12/2010,['8/12/2010']
3350,a,11/17/2009,['11/17/2009']
3351,a,11/18/2009,['11/18/2009']
3352,a,7/10/2009 | 7/23/2009 | 6/ 30/2010 | 7/9/2010,7/10/2009
3353,a,5/18/2010 | 5/19/2009,5/19/2009
3354,a,1/11/2011,['1/11/2011']
3355,a,1/6/2010,['1/6/2010']
3356,a,5/18/2010 | 5/20/2009,5/20/2009
3357,a,5/20/2009 | 5/18/2010,5/20/2009
3358,a,5/17/2010 | 5/22/2009,5/22/2009
3359,a,5/22/2009 | 5/18/2010,5/22/2009
3360,a,6/ 1/2009 | 8/28/2009,6/1/2009
3361,a,6/ 1/2009 | 8/28/2009,6/1/2009
3362,a,11/4/2010,['11/4/2010']
3363,a,4/27/2010 | 5/19/2009,5/19/2009
3364,a,3/2/2010 | 1/18/2010,1/18/2010
3365,a,5/26/2010 | 5/28/2009,5/28/2009
3366,a,5/27/2010 | 5/28/2009,5/28/2009
3367,a,5/20/2010 | 5/22/2009,5/22/2009
3368,a,12/20/2009 | 6/ 3/2009,6/3/2009
3369,a,7/2/2009 | 3/5/2010,7/2/2009
3370,a,5/24/2010 | 5/26/2009,5/26/2009
3371,a,5/26/2009 | 5/20/2010,5/26/2009
3372,a,2/8/2010 | 7/2/2009,7/2/2009
3373,a,5/25/2010 | 5/28/2009,5/28/2009
3374,a,5/28/2009 | 5/27/2010,5/28/2009
3375,a,6/ 4/2009 | 6/ 2/2010 | 6/ 4/2009,6/4/2009
3376,a,6/ 4/2009 | 6/ 2/2010 | 6/ 4/2009,6/4/2009
3377,a,1/14/2010,['1/14/2010']
3378,a,11/12/2010,['11/12/2010']
3379,a,10/26/2010,['10/26/2010']
3380,a,8/19/2009 | 6/ 26/2009,6/26/2009
3381,a,1/17/2007 | 4/21/2006 | 1/18/2006,1/18/2006
3382,a,8/9/2007,['8/9/2007']
3383,a,9/19/2007,['9/19/2007']
3384,a,8/24/2009 | 11/25/2008 | 3/18/2009 | 3/18/2009 | 6/ 19/2009 | 8/25/2008 | 5/4/2009,8/25/2008
3385,a,11/25/2008 | 3/18/2009 | 8/24/2009 | 6/ 19/2009 | 8/25/2008 | 5/4/2009 | 3/18/2009,8/25/2008
3386,a,9/1/2009 | 9/17/2008 | 10/9/2008 | 6/ 19/2009 | 9/2/2008 | 1/24/2009,9/2/2008
3387,a,9/1/2009 | 9/2/2008 | 1/24/2009 | 9/17/2008 | 6/ 19/2009 | 10/9/2008,9/2/2008
3388,a,1/5/2010,['1/5/2010']
3389,a,8/31/2009 | 6/ 26/2009,6/26/2009
3390,a,7/9/2007,['7/9/2007']
3391,a,6/ 8/2010 | 6/ 11/2009,6/11/2009
3392,a,6/ 5/2009 | 6/ 10/2009 | 6/ 3/2010,6/5/2009
3393,a,6/ 10/2009 | 6/ 3/2010 | 6/ 5/2009,6/5/2009
3394,a,6/ 10/2009 | 6/ 9/2010,6/10/2009
3395,a,6/ 10/2010 | 6/ 11/2009,6/11/2009
3396,a,6/ 10/2010 | 6/ 11/2009,6/11/2009
3397,a,6/ 26/2009 | 8/26/2009,6/26/2009
3398,a,6/ 8/2010 | 6/ 11/2009,6/11/2009
3399,a,6/ 17/2009 | 6/ 16/2010,6/17/2009
3400,a,6/ 19/2009 | 10/16/2009,6/19/2009
3401,a,6/ 16/2009 | 6/ 15/2010,6/16/2009
3402,a,11/8/2010 | 2/3/2010,2/3/2010
3403,a,8/10/2009 | 8/5/2010,8/10/2009
3404,a,8/5/2010 | 8/10/2009,8/10/2009
3405,a,2/5/2010 | 1/18/2011,2/5/2010
3406,a,6/ 22/2009 | 6/ 18/2010,6/22/2009
3407,a,6/ 18/2010 | 6/ 22/2009,6/22/2009
3408,a,6/ 16/2009 | 4/22/2010 | 6/ 15/2010 | 4/19/2010,6/16/2009
3409,a,4/22/2010 | 6/ 16/2009 | 6/ 15/2010 | 4/19/2010,6/16/2009
3410,a,6/ 19/2009 | 2/16/2010 | 1/11/2010 | 6/ 17/2010,6/19/2009
3411,a,3/11/2010 | 8/12/2010,3/11/2010
3412,a,6/ 16/2010 | 6/ 19/2009,6/19/2009
3413,a,6/ 19/2009 | 6/ 15/2010,6/19/2009
3414,a,6/ 22/2009 | 6/ 15/2010,6/22/2009
3415,a,2/10/2010 | 9/11/2009 | 7/10/2009,7/10/2009
3416,a,9/11/2009 | 7/10/2009,7/10/2009
3417,a,7/2/2009 | 7/1/2010,7/2/2009
3418,a,9/2/2009 | 8/20/2010,9/2/2009
3419,a,9/16/2010,['9/16/2010']
3420,a,6/ 22/2009 | 6/ 17/2010,6/22/2009
3421,a,6/ 21/2010 | 6/ 22/2009 | 8/24/2009,6/22/2009
3422,a,8/24/2009 | 6/ 22/2009 | 6/ 21/2010,6/22/2009
3423,a,6/1/2010,['6/1/2010']
3424,a,11/10/2009 | 7/9/2009 | 9/17/2009,7/9/2009
3425,a,6/ 25/2010 | 6/ 26/2009,6/26/2009
3426,a,6/ 23/2010 | 6/ 26/2009,6/26/2009
3427,a,11/19/2009 | 5/14/2010,11/19/2009
3428,a,12/11/2009 | 6/ 30/2009,6/30/2009
3429,a,7/6/2009 | 7/2/2010,7/6/2009
3430,a,4/8/2010 | 7/2/2009,7/2/2009
3431,a,4/8/2010 | 7/2/2009,7/2/2009
3432,a,5/9/1997,['5/9/1997']
3433,a,3/9/1998,['3/9/1998']
3434,a,3/19/2001 | 11/17/2000,11/17/2000
3435,a,12/13/1999,['12/13/1999']
3436,a,5/18/2001,['5/18/2001']
3437,a,3/26/2002,['3/26/2002']
3438,a,1/4/2002 | 8/12/2002,1/4/2002
3439,a,1/4/2002 | 8/12/2002,1/4/2002
3440,a,3/1/2002 | 2/26/2003,3/1/2002
3441,a,8/12/2002,['8/12/2002']
3442,a,4/1/2002 | 4/1/2002 | 4/1/2002 | 4/1/2002 | 4/1/2002 | 4/1/2002 | 4/1/2002 | 4/1/2002 | 4/1/2002 | 4/1/2002,4/1/2002
3443,a,10/6/2000,['10/6/2000']
3444,a,7/16/2002,['7/16/2002']
3445,a,2/28/2002 | 8/14/2001,8/14/2001
3446,a,5/13/2010 | 4/7/2010 | 5/26/2010 | 6/ 1/2010 | 4/13/2010 | 3/1/2011 | 4/6/2010 | 5/7/2010 | 5/10/2010 | 6/ 15/2010,4/6/2010
3447,a,7/31/2009 | 7/28/2010,7/31/2009
3448,a,7/28/2010 | 7/31/2009,7/31/2009
3449,a,6/10/2010,['6/10/2010']
3450,a,8/29/2011 | 8/31/2010,8/31/2010
3451,a,7/12/2010 | 7/16/2009,7/16/2009
3452,a,9/16/2010,['9/16/2010']
3453,a,10/29/2009 | 12/30/2009,10/29/2009
3454,a,11/17/2009,['11/17/2009']
3455,a,8/19/2009 | 8/18/2010 | 6/ 11/2010 | 11/2/2009 | 10/23/2009,8/19/2009
3456,a,8/24/2010 | 8/31/2009,8/31/2009
3457,a,8/9/2010 | 8/11/2009,8/11/2009
3458,a,7/19/2010 | 7/20/2009,7/20/2009
3459,a,7/19/2010 | 7/20/2009 | 10/16/2009 | 11/19/2009,7/20/2009
3460,a,7/23/2009 | 7/21/2010 | 1/15/2010,7/23/2009
3461,a,1/15/2010 | 7/21/2010 | 7/23/2009,7/23/2009
3462,a,7/23/2009 | 1/15/2010 | 7/21/2010,7/23/2009
3463,a,12/8/2009 | 7/22/2009,7/22/2009
3464,a,3/3/2010,['3/3/2010']
3465,a,8/10/2010 | 8/12/2009,8/12/2009
3466,a,2/11/2010 | 7/30/2009,7/30/2009
3467,a,11/20/2009 | 7/24/2009,7/24/2009
3468,a,7/22/2010 | 7/24/2009,7/24/2009
3469,a,8/4/2009 | 8/3/2010,8/4/2009
3470,a,11/20/2009 | 7/28/2009,7/28/2009
3471,a,8/5/2010 | 10/5/2009 | 8/6/2009,8/6/2009
3472,a,7/26/2010 | 7/27/2009,7/27/2009
3473,a,8/2/2010 | 8/4/2009,8/4/2009
3474,a,1/29/2010 | 10/23/2009,10/23/2009
3475,a,8/17/2010 | 8/18/2009,8/18/2009
3476,a,8/3/2010 | 8/4/2009,8/4/2009
3477,a,10/18/2000,['10/18/2000']
3478,a,6/24/2005,['6/24/2005']
3479,a,6/24/2005,['6/24/2005']
3480,a,6/24/2005,['6/24/2005']
3481,a,11/9/2009 | 7/30/2009,7/30/2009
3482,a,5/3/2010,['5/3/2010']
3483,a,8/4/2009 | 4/9/2010,8/4/2009
3484,a,8/11/2009 | 8/10/2010,8/11/2009
3485,a,9/1/2010,['9/1/2010']
3486,a,10/30/2009 | 9/17/2010,10/30/2009
3487,a,8/11/2010 | 8/12/2009,8/12/2009
3488,a,8/10/2010 | 8/12/2009,8/12/2009
3489,a,8/10/2010 | 8/12/2009,8/12/2009
3490,a,2/28/2011 | 3/2/2010,3/2/2010
3491,a,12/4/2009 | 10/5/2009 | 4/9/2010 | 8/7/2009,8/7/2009
3492,a,8/14/2009 | 8/13/2010,8/14/2009
3493,a,10/27/2010,['10/27/2010']
3494,a,1/25/2012 | 8/11/2011,8/11/2011
3495,a,6/16/2010,['6/16/2010']
3496,a,8/12/2009 | 7/30/2010 | 8/18/2009,8/12/2009
3497,a,8/12/2009 | 8/18/2009 | 7/30/2010,8/12/2009
3498,a,8/14/2009 | 2/3/2010,8/14/2009
3499,a,8/19/2009 | 2/24/2010,8/19/2009
3500,a,8/19/2009 | 3/1/2010,8/19/2009
3501,a,5/3/2010,['5/3/2010']
3502,a,8/18/2009 | 8/16/2010,8/18/2009
3503,a,3/18/2010 | 11/20/2009,11/20/2009
3504,a,8/20/2010 | 8/21/2009,8/21/2009
3505,a,8/24/2009 | 8/20/2010,8/24/2009
3506,a,8/18/2010 | 8/20/2009,8/20/2009
3507,a,3/3/2010,['3/3/2010']
3508,a,2/4/2010,['2/4/2010']
3509,a,8/21/2009 | 8/20/2010,8/21/2009
3510,a,8/20/2010 | 8/24/2009,8/24/2009
3511,a,8/25/2009 | 9/2/2009 | 8/23/2010,8/25/2009
3512,a,8/23/2010 | 9/2/2009 | 8/25/2009,8/25/2009
3513,a,5/23/2011,['5/23/2011']
3514,a,7/29/2011,['7/29/2011']
3515,a,9/3/2010 | 5/26/2010,5/26/2010
3516,a,10/16/2009 | 10/13/2010,10/16/2009
3517,a,3/5/2010 | 8/27/2009,8/27/2009
3518,a,1/22/2010,['1/22/2010']
3519,a,6/21/2010,['6/21/2010']
3520,a,7/7/2011 | 9/8/2010,9/8/2010
3521,a,9/22/2009 | 9/17/2010 | 2/16/2010,9/22/2009
3522,a,9/14/2009 | 9/10/2010,9/14/2009
3523,a,7/29/2010 | 12/11/2009,12/11/2009
3524,a,9/15/2009 | 9/14/2010,9/15/2009
3525,a,9/14/2009 | 9/9/2010,9/14/2009
3526,a,9/11/2009 | 1/8/2010,9/11/2009
3527,a,10/12/2009 | 10/8/2010,10/12/2009
3528,a,9/30/2010,['9/30/2010']
3529,a,8/17/2010,['8/17/2010']
3530,a,1/15/2010 | 9/16/2009 | 5/24/2010 | 1/11/2010 | 9/22/2009,9/16/2009
3531,a,6/ 4/2010 | 12/2/2010,6/4/2010
3532,a,6/ 4/2010 | 12/2/2010,6/4/2010
3533,a,12/2/2010 | 6/ 4/2010,6/4/2010
3534,a,8/19/2010 | 1/11/2010,1/11/2010
3535,a,9/29/2009 | 9/28/2010,9/29/2009
3536,a,9/23/2009 | 9/22/2010,9/23/2009
3537,a,4/8/2010,['4/8/2010']
3538,a,5/26/2010,['5/26/2010']
3539,a,9/23/2010 | 9/24/2009,9/24/2009
3540,a,10/8/2009 | 9/29/2010,10/8/2009
3541,a,4/11/2011 | 4/12/2010,4/12/2010
3542,a,10/4/2010 | 10/5/2009,10/5/2009
3543,a,10/2/2009 | 9/30/2010,10/2/2009
3544,a,10/5/2010 | 10/6/2009,10/6/2009
3545,a,10/4/2010 | 10/5/2009,10/5/2009
3546,a,1/24/2011 | 1/25/2010,1/25/2010
3547,a,10/27/2009 | 10/8/2009 | 10/7/2010,10/8/2009
3548,a,10/5/2010 | 10/9/2009,10/9/2009
3549,a,11/8/2010,['11/8/2010']
3550,a,3/31/2010,['3/31/2010']
3551,a,1/15/2010 | 5/11/2010,1/15/2010
3552,a,10/13/2010 | 10/15/2009,10/15/2009
3553,a,10/15/2009 | 10/13/2010,10/15/2009
3554,a,10/7/2010 | 10/21/2009,10/21/2009
3555,a,10/7/2010 | 10/21/2009,10/21/2009
3556,a,10/15/2009 | 10/13/2010,10/15/2009
3557,a,9/28/2010,['9/28/2010']
3558,a,6/17/2010,['6/17/2010']
3559,a,3/30/2010,['3/30/2010']
3560,a,11/5/2010,['11/5/2010']
3561,a,11/19/2010,['11/19/2010']
3562,a,10/21/2010 | 10/22/2009,10/22/2009
3563,a,11/1/2010 | 11/4/2009 | 1/5/2010,11/4/2009
3564,a,3/2/2010 | 3/1/2011,3/2/2010
3565,a,2/5/2010 | 1/24/2011,2/5/2010
3566,a,10/26/2010 | 10/27/2009,10/27/2009
3567,a,3/31/2010,['3/31/2010']
3568,a,10/6/2010,['10/6/2010']
3569,a,5/5/2010 | 11/1/2010 | 11/2/2009,11/2/2009
3570,a,5/27/2010,['5/27/2010']
3571,a,7/8/2010,['7/8/2010']
3572,a,11/1/2010 | 11/2/2009,11/2/2009
3573,a,11/18/2010 | 11/20/2009 | 2/3/2010,11/20/2009
3574,a,11/1/2010 | 11/2/2009,11/2/2009
3575,a,11/20/2009 | 7/19/2010 | 2/10/2010,11/20/2009
3576,a,11/12/2009 | 1/8/2010 | 11/6/2009,11/6/2009
3577,a,12/17/2010,['12/17/2010']
3578,a,11/8/2010 | 11/9/2009,11/9/2009
3579,a,3/3/2011 | 8/4/2011,3/3/2011
3580,a,2/1/2010 | 8/16/2010 | 11/20/2009,11/20/2009
3581,a,12/6/2011,['12/6/2011']
3582,a,9/28/2010,['9/28/2010']
3583,a,10/4/2010,['10/4/2010']
3584,a,10/4/2010,['10/4/2010']
3585,a,10/4/2010,['10/4/2010']
3586,a,11/20/2009 | 11/18/2010,11/20/2009
3587,a,3/8/2011 | 3/9/2010,3/9/2010
3588,a,6/16/2010,['6/16/2010']
3589,a,12/14/2010,['12/14/2010']
3590,a,11/11/2010 | 12/16/2009,12/16/2009
3591,a,12/16/2009 | 11/11/2010,12/16/2009
3592,a,11/11/2010 | 12/16/2009,12/16/2009
3593,a,4/19/2010,['4/19/2010']
3594,a,12/16/2009 | 11/11/2010,12/16/2009
3595,a,11/11/2010 | 12/16/2009,12/16/2009
3596,a,7/29/2010 | 1/11/2010,1/11/2010
3597,a,7/29/2010 | 1/11/2010,1/11/2010
3598,a,11/23/2009 | 11/19/2010,11/23/2009
3599,a,12/10/2010 | 1/11/2010,1/11/2010
3600,a,11/13/2009 | 5/19/2010,11/13/2009
3601,a,11/19/2009 | 11/18/2010,11/19/2009
3602,a,11/19/2009 | 11/18/2010,11/19/2009
3603,a,4/14/2010 | 1/26/2011 | 2/11/2010,2/11/2010
3604,a,10/29/2010 | 11/20/2009,11/20/2009
3605,a,6/1/2010,['6/1/2010']
3606,a,12/3/2009 | 5/11/2010,12/3/2009
3607,a,12/6/2010 | 12/7/2009,12/7/2009
3608,a,12/15/2009 | 10/7/2010,12/15/2009
3609,a,4/20/2010,['4/20/2010']
3610,a,4/9/2010 | 12/8/2009 | 11/23/2010,12/8/2009
3611,a,4/18/1998,['4/18/1998']
3612,a,8/3/1998,['8/3/1998']
3613,a,12/10/2010 | 12/18/2009,12/18/2009
3614,a,2/8/2010,['2/8/2010']
3615,a,12/31/1998,['12/31/1998']
3616,a,7/8/1999 | 7/7/1999 | 5/26/1999 | 4/12/1999,4/12/1999
3617,a,2/29/2000 | 11/29/1999 | 4/4/2000 | 2/21/2000 | 3/2/2000,11/29/1999
3618,a,6/ 2/2000 | 6/ 22/2000 | 7/4/2000,6/2/2000
3619,a,5/3/2002 | 6/ 21/2002,5/3/2002
3620,a,4/3/2003,['4/3/2003']
3621,a,11/30/1994,['11/30/1994']
3622,a,3/23/1996,['3/23/1996']
3623,a,10/19/1999,['10/19/1999']
3624,a,2/13/2001 | 2/14/2001,2/13/2001
3625,a,2/13/2001 | 2/14/2001,2/13/2001
3626,a,2/14/2001 | 2/13/2001,2/13/2001
3627,a,2/14/2001 | 2/13/2001,2/13/2001
3628,a,12/18/2009 | 12/16/2010,12/18/2009
3629,a,12/16/2010 | 12/18/2009,12/18/2009
3630,a,11/5/2010,['11/5/2010']
3631,a,1/18/2011 | 1/19/2010,1/19/2010
3632,a,4/5/2010 | 1/10/2011 | 3/19/2010 | 1/11/2010,1/11/2010
3633,a,1/12/2010 | 8/24/2010,1/12/2010
3634,a,12/17/2010,['12/17/2010']
3635,a,12/29/2009 | 12/20/2010,12/29/2009
3636,a,2/7/2011 | 2/10/2010,2/10/2010
3637,a,12/30/2009 | 2/5/2010 | 12/22/2010,12/30/2009
3638,a,1/8/2010 | 1/5/2011,1/8/2010
3639,a,1/19/2011 | 1/22/2010,1/22/2010
3640,a,1/5/2010 | 1/26/2010 | 1/4/2011 | 3/2/2010,1/5/2010
3641,a,1/26/2010 | 1/4/2011 | 1/5/2010 | 3/2/2010,1/5/2010
3642,a,1/19/2011 | 4/8/2010 | 1/21/2010,1/21/2010
3643,a,1/20/2011 | 1/22/2010,1/22/2010
3644,a,4/6/2010 | 12/1/2010,4/6/2010
3645,a,6/24/2010,['6/24/2010']
3646,a,1/10/2011 | 1/11/2010,1/11/2010
3647,a,3/30/2010 | 1/24/2011,3/30/2010
3648,a,1/21/2010 | 6/ 11/2010,1/21/2010
3649,a,4/15/2011,['4/15/2011']
3650,a,10/8/2010,['10/8/2010']
3651,a,10/8/2010,['10/8/2010']
3652,a,7/1/2010,['7/1/2010']
3653,a,1/10/2011 | 1/15/2010,1/15/2010
3654,a,1/18/2010 | 1/17/2011,1/18/2010
3655,a,1/17/2011 | 1/18/2010,1/18/2010
3656,a,12/23/2010,['12/23/2010']
3657,a,4/20/2011 | 4/21/2010,4/21/2010
3658,a,3/2/2010 | 1/21/2010 | 1/14/2011,1/21/2010
3659,a,4/9/2010 | 4/9/2010 | 2/16/2011,4/9/2010
3660,a,9/27/2010 | 3/15/2010 | 1/29/2010,1/29/2010
3661,a,1/29/2010 | 1/27/2011,1/29/2010
3662,a,1/29/2010 | 1/28/2011,1/29/2010
3663,a,7/25/2011 | 7/26/2010,7/26/2010
3664,a,3/2/2010 | 3/1/2011,3/2/2010
3665,a,8/13/2010 | 8/11/2011,8/13/2010
3666,a,2/5/2010 | 2/2/2011,2/5/2010
3667,a,2/3/2010 | 8/25/2010,2/3/2010
3668,a,2/2/2011 | 2/5/2010,2/5/2010
3669,a,7/20/2010,['7/20/2010']
3670,a,6/8/2010,['6/8/2010']
3671,a,4/26/2010 | 4/27/2010 | 5/28/2010 | 3/31/2010 | 1/11/2011 | 2/18/2010 | 4/9/2010 | 3/3/2010 | 1/13/2010 | 4/6/2010,1/13/2010
3672,a,9/3/2010,['9/3/2010']
3673,a,7/9/2010,['7/9/2010']
3674,a,2/16/2011 | 2/17/2010,2/17/2010
3675,a,7/7/2011,['7/7/2011']
3676,a,6/ 8/2010 | 2/11/2010,2/11/2010
3677,a,2/10/2010 | 10/14/2010,2/10/2010
3678,a,2/9/2011 | 2/11/2010 | 2/12/2010,2/11/2010
3679,a,2/15/2011 | 2/16/2010 | 2/16/2010,2/16/2010
3680,a,2/17/2010 | 2/16/2011,2/17/2010
3681,a,2/12/2010 | 2/11/2011,2/12/2010
3682,a,6/23/2011,['6/23/2011']
3683,a,2/12/2010 | 2/9/2011,2/12/2010
3684,a,2/18/2010 | 2/17/2011,2/18/2010
3685,a,3/16/2011 | 3/17/2010,3/17/2010
3686,a,2/22/2010,['2/22/2010']
3687,a,2/22/2011 | 8/17/2010 | 1/31/2011 | 2/24/2010 | 2/23/2010,2/23/2010
3688,a,3/28/2011,['3/28/2011']
3689,a,3/3/2010 | 3/1/2011,3/3/2010
3690,a,4/8/2010 | 3/30/2011,4/8/2010
3691,a,3/30/2011 | 4/8/2010,4/8/2010
3692,a,3/2/2010 | 3/1/2011,3/2/2010
3693,a,1/7/2011 | 3/5/2010 | 2/18/2011,3/5/2010
3694,a,3/5/2010 | 2/18/2011 | 1/7/2011,3/5/2010
3695,a,2/28/2011 | 1/7/2011 | 3/5/2010,3/5/2010
3696,a,7/15/2010,['7/15/2010']
3697,a,3/17/2010,['3/17/2010']
3698,a,3/9/2010 | 3/8/2011,3/9/2010
3699,a,3/9/2010 | 3/8/2011,3/9/2010
3700,a,2/12/2002,['2/12/2002']
3701,a,9/20/2002,['9/20/2002']
3702,a,12/9/2003,['12/9/2003']
3703,a,12/9/2003,['12/9/2003']
3704,a,3/5/2004,['3/5/2004']
3705,a,3/2/2011 | 3/5/2010,3/5/2010
3706,a,9/27/2004 | 9/27/2004 | 1/27/2005 | 7/29/2004 | 3/4/2005,7/29/2004
3707,a,7/22/2005 | 9/27/2004,9/27/2004
3708,a,9/27/2004 | 6/ 16/2005,9/27/2004
3709,a,6/ 10/2005 | 9/27/2004,9/27/2004
3710,a,4/29/2005 | 9/27/2004,9/27/2004
3711,a,9/27/2004 | 2/11/2005,9/27/2004
3712,a,9/27/2004 | 6/ 3/2005,9/27/2004
3713,a,9/27/2004 | 3/11/2005,9/27/2004
3714,a,8/26/2005 | 9/27/2004,9/27/2004
3715,a,9/27/2004 | 9/27/2004 | 9/27/2004 | 9/27/2004 | 6/ 10/2005 | 9/27/2004 | 9/27/2004,9/27/2004
3716,a,4/15/2005 | 9/27/2004 | 9/27/2004,9/27/2004
3717,a,9/27/2004 | 6/ 17/2005,9/27/2004
3718,a,2/22/2005 | 9/27/2004,9/27/2004
3719,a,3/11/2005 | 9/27/2004,9/27/2004
3720,a,9/27/2004 | 5/27/2005,9/27/2004
3721,a,9/27/2004 | 7/21/2005,9/27/2004
3722,a,7/1/2005 | 9/27/2004,9/27/2004
3723,a,9/27/2004 | 8/22/2005,9/27/2004
3724,a,7/8/2005 | 9/27/2004,9/27/2004
3725,a,1/6/2006,['1/6/2006']
3726,a,8/5/2011,['8/5/2011']
3727,a,1/3/2011 | 10/4/2010,10/4/2010
3728,a,3/11/2011 | 3/15/2010,3/15/2010
3729,a,1/14/2011 | 8/4/2010,8/4/2010
3730,a,8/16/2011,['8/16/2011']
3731,a,8/16/2011,['8/16/2011']
3732,a,4/1/2011 | 4/5/2010,4/5/2010
3733,a,3/2/2011 | 3/18/2010,3/18/2010
3734,a,4/2/2010 | 6/ 16/2010 | 5/28/2010 | 3/30/2011,4/2/2010
3735,a,7/28/2010 | 9/16/2010,7/28/2010
3736,a,11/17/2011 | 11/18/2010,11/18/2010
3737,a,3/28/2011 | 3/29/2010 | 6/ 8/2010,3/29/2010
3738,a,12/10/2010,['12/10/2010']
3739,a,5/3/2011,['5/3/2011']
3740,a,3/29/2010 | 3/28/2011,3/29/2010
3741,a,1/19/2011 | 4/23/2010,4/23/2010
3742,a,6/ 21/2010 | 3/31/2010 | 6/ 21/2010 | 8/5/2010,3/31/2010
3743,a,4/5/2010 | 4/1/2011,4/5/2010
3744,a,4/5/2010 | 4/1/2011,4/5/2010
3745,a,4/8/2010 | 3/31/2011,4/8/2010
3746,a,1/14/2011,['1/14/2011']
3747,a,4/1/2011 | 4/5/2010,4/5/2010
3748,a,9/29/2010,['9/29/2010']
3749,a,10/11/2012 | 11/3/2011,11/3/2011
3750,a,4/13/2010 | 4/13/2010 | 4/11/2011,4/13/2010
3751,a,4/11/2011 | 4/13/2010 | 4/13/2010,4/13/2010
3752,a,4/12/2011 | 4/13/2010,4/13/2010
3753,a,11/3/2010,['11/3/2010']
3754,a,10/18/2010 | 4/13/2010 | 4/12/2011,4/13/2010
3755,a,4/13/2010 | 4/8/2011,4/13/2010
3756,a,4/12/2011 | 4/13/2010,4/13/2010
3757,a,4/5/2011 | 8/5/2010 | 4/13/2010,4/13/2010
3758,a,4/15/2010 | 4/14/2011,4/15/2010
3759,a,4/16/2010 | 4/11/2011,4/16/2010
3760,a,4/16/2010 | 4/11/2011,4/16/2010
3761,a,6/ 29/2010 | 7/21/2010 | 7/13/2010 | 10/20/2010,6/29/2010
3762,a,11/9/2010 | 3/8/2011,11/9/2010
3763,a,4/20/2010 | 4/14/2011,4/20/2010
3764,a,11/10/2010,['11/10/2010']
3765,a,4/19/2011 | 4/20/2010,4/20/2010
3766,a,12/30/2010 | 4/30/2010 | 4/30/2010 | 4/30/2010 | 12/30/2010 | 4/30/2010,4/30/2010
3767,a,4/30/2010 | 4/30/2010 | 12/30/2010 | 4/30/2010 | 12/30/2010 | 4/30/2010,4/30/2010
3768,a,12/30/2010 | 4/30/2010 | 4/30/2010 | 4/30/2010 | 4/30/2010,4/30/2010
3769,a,4/30/2010 | 12/30/2010 | 4/30/2010 | 4/30/2010 | 4/30/2010,4/30/2010
3770,a,11/29/2011,['11/29/2011']
3771,a,4/23/2010 | 4/20/2011,4/23/2010
3772,a,4/19/2011 | 4/20/2010,4/20/2010
3773,a,9/23/2011,['9/23/2011']
3774,a,3/22/2011 | 12/21/2010,12/21/2010
3775,a,1/4/2011 | 3/22/2011,1/4/2011
3776,a,12/8/2010 | 11/23/2011,12/8/2010
3777,a,12/8/2010 | 11/23/2011,12/8/2010
3778,a,6/ 25/2010 | 6/ 23/2011,6/25/2010
3779,a,4/27/2010 | 4/26/2011,4/27/2010
3780,a,4/30/2010 | 4/28/2011,4/30/2010
3781,a,4/29/2011 | 5/5/2010 | 7/6/2010,5/5/2010
3782,a,6/9/2011,['6/9/2011']
3783,a,2/22/2011,['2/22/2011']
3784,a,5/14/2010 | 3/30/2011 | 3/31/2010,3/31/2010
3785,a,5/3/2010 | 5/2/2011,5/3/2010
3786,a,5/5/2010 | 5/3/2011,5/5/2010
3787,a,10/8/2010,['10/8/2010']
3788,a,7/30/2010,['7/30/2010']
3789,a,6/30/2011,['6/30/2011']
3790,a,2/10/2011,['2/10/2011']
3791,a,5/5/2011 | 5/7/2010,5/7/2010
3792,a,5/7/2010 | 5/5/2011,5/7/2010
3793,a,1/30/2012 | 6/ 23/2011,6/23/2011
3794,a,5/7/2010 | 5/5/2011,5/7/2010
3795,a,7/6/2011 | 7/7/2010,7/7/2010
3796,a,5/7/2010 | 5/5/2011,5/7/2010
3797,a,11/15/2010,['11/15/2010']
3798,a,11/17/2010,['11/17/2010']
3799,a,7/7/2010 | 2/24/2011 | 6/ 22/2010,6/22/2010
3800,a,1/19/2011,['1/19/2011']
3801,a,1/19/2011,['1/19/2011']
3802,a,9/23/2011,['9/23/2011']
3803,a,3/1/2012,['3/1/2012']
3804,a,8/22/2011 | 8/30/2010,8/30/2010
3805,a,9/14/2010 | 5/16/2010 | 8/11/2010 | 5/13/2011 | 7/21/2010,5/16/2010
3806,a,11/22/2010 | 5/17/2010 | 5/14/2010,5/14/2010
3807,a,5/17/2010 | 5/16/2011,5/17/2010
3808,a,8/31/2010 | 1/19/2011,8/31/2010
3809,a,11/18/2010,['11/18/2010']
3810,a,5/18/2010 | 5/17/2011,5/18/2010
3811,a,7/13/2010 | 7/11/2011,7/13/2010
3812,a,8/27/2010 | 8/25/2011,8/27/2010
